1001,2500,6173,2040,871
1002,2500,6666,2005,141
1003,2500,5868,2010,371
1004,2500,6066,2060,971
1005,2500,4188,2055,266
1006,2500,2914,2030,128
1007,2500,6907,2000,970
1008,2500,5349,2095,354
1009,2500,4502,2040,617
1010,2500,6229,2040,115
1011,2500,6693,2020,939
1012,2500,4511,2055,854
1013,2500,2628,2030,916
1014,2500,6552,2040,448
1015,2501,6325,2005,334
1016,2501,3304,2020,635
1017,2501,4667,2025,603
1018,2501,3686,2005,887
1019,2501,3180,2035,117
1020,2501,6243,2030,488
1021,2501,5792,2005,780
1022,2501,6550,2055,726
1023,2501,6235,2015,779
1024,2501,6012,2040,707
1025,2501,5754,2030,198
1026,2501,5114,2005,325
1027,2501,3170,2030,135
1028,2501,2225,2040,469
1029,2502,4682,2060,363
1030,2502,3068,2095,10
1031,2502,4511,2065,629
1032,2502,2335,2045,334
1033,2502,6683,2035,927
1034,2502,3088,2020,37
1035,2502,2245,2020,432
1036,2502,2576,2045,315
1037,2502,3875,2005,123
1038,2502,5741,2040,206
1039,2502,2462,2010,144
1040,2502,6811,2005,608
1041,2502,4667,2095,256
1042,2502,2395,2025,650
1043,2502,3802,2015,763
1044,2502,5259,2005,558
1045,2502,6525,2060,511
1046,2502,4311,2025,376
1047,2503,4982,2040,910
1048,2503,5212,2005,363
1049,2503,4871,2025,185
1050,2503,4475,2055,81
1051,2503,2021,2010,211
1052,2503,4187,2005,751
1053,2503,5063,2020,302
1054,2503,5681,2010,741
1055,2503,4473,2040,778
1056,2503,6709,2000,416
1057,2503,4162,2040,309
1058,2503,6467,2030,466
1059,2503,4632,2005,534
1060,2503,2702,2010,948
1061,2503,2082,2015,153
1062,2503,6312,2050,538
1063,2503,5942,2030,215
1064,2503,4541,2040,901
1065,2504,5715,2025,640
1066,2504,5145,2010,5
1067,2504,3025,2010,128
1068,2504,4382,2055,382
1069,2504,2041,2010,607
1070,2504,6500,2060,268
1071,2504,3185,2025,790
1072,2504,3003,2025,531
1073,2504,3177,2040,239
1074,2504,3007,2000,613
1075,2504,6998,2020,228
1076,2504,6066,2000,100
1077,2504,6836,2025,562
1078,2504,3779,2055,620
1079,2505,4004,2045,840
1080,2505,5242,2055,445
1081,2505,4264,2030,24
1082,2505,6949,2030,781
1083,2505,5654,2025,548
1084,2505,4678,2090,531
1085,2505,4441,2030,656
1086,2505,5354,2000,897
1087,2505,5240,2040,65
1088,2505,5597,2030,487
1089,2505,6641,2000,556
1090,2505,4777,2095,370
1091,2505,6808,2000,556
1092,2505,5309,2060,671
1093,2505,6464,2030,603
1094,2506,6668,2025,130
1095,2506,6900,2025,329
1096,2506,6673,2000,284
1097,2506,6464,2040,575
1098,2506,2735,2040,826
1099,2506,4274,2005,233
1100,2506,4015,2030,785
1101,2506,2872,2040,89
1102,2506,2607,2020,478
1103,2506,4504,2005,871
1104,2506,5109,2075,881
1105,2506,3727,2010,840
1106,2506,3229,2060,488
1107,2506,6290,2060,506
1108,2506,6770,2015,10
1109,2506,4130,2010,214
1110,2506,4963,2010,343
1111,2506,2420,2075,69
1112,2506,3834,2005,426
1113,2506,3252,2010,394
1114,2507,2278,2035,875
1115,2507,3842,2005,638
1116,2507,3047,2005,802
1117,2507,4525,2055,824
1118,2507,5173,2035,282
1119,2507,4221,2040,963
1120,2507,6410,2055,490
1121,2507,4447,2045,514
1122,2507,4672,2015,513
1123,2507,4767,2010,246
1124,2507,4990,2025,947
1125,2507,4987,2060,360
1126,2507,6084,2005,754
1127,2507,6251,2095,817
1128,2507,2256,2005,167
1129,2507,3743,2015,330
1130,2507,2733,2055,729
1131,2507,2358,2060,175
1132,2508,4550,2055,776
1133,2508,4084,2000,246
1134,2508,3375,2095,757
1135,2508,2418,2040,877
1136,2508,6401,2040,369
1137,2508,3239,2015,295
1138,2508,3837,2060,957
1139,2508,2822,2010,389
1140,2508,2354,2030,912
1141,2508,5665,2060,156
1142,2508,2500,2020,2
1143,2508,5628,2020,439
1144,2508,6296,2055,848
1145,2508,3871,2040,970
1146,2508,4551,2010,594
1147,2508,6202,2060,929
1148,2508,4544,2055,789
1149,2509,5374,2000,679
1150,2509,3843,2010,866
1151,2509,2727,2000,287
1152,2509,3075,2055,221
1153,2509,6559,2005,707
1154,2509,2653,2060,208
1155,2509,3819,2005,527
1156,2509,4307,2060,972
1157,2509,3214,2015,940
1158,2509,2091,2030,929
1159,2509,3441,2030,976
1160,2509,3619,2060,671
1161,2509,3358,2020,194
1162,2509,6762,2005,868
1163,2509,5846,2020,604
1164,2509,3604,2025,615
1165,2509,3267,2000,76
1166,2509,4216,2010,163
1167,2509,6594,2035,706
1168,2510,5968,2025,796
1169,2510,2475,2040,100
1170,2510,4897,2005,160
1171,2510,4295,2045,161
1172,2510,3178,2000,527
1173,2510,5298,2060,954
1174,2510,5582,2040,821
1175,2510,6388,2005,112
1176,2510,5649,2000,910
1177,2510,6759,2040,464
1178,2510,2726,2025,603
1179,2510,2910,2000,828
1180,2510,6200,2010,284
1181,2510,6019,2005,720
1182,2510,6106,2040,677
1183,2510,4789,2020,839
1184,2510,6068,2045,380
1185,2510,5672,2015,853
1186,2510,6418,2005,149
1187,2511,5347,2000,231
1188,2511,6896,2095,12
1189,2511,4111,2060,270
1190,2511,6102,2075,852
1191,2511,2011,2055,347
1192,2511,6956,2010,440
1193,2511,4417,2030,166
1194,2511,4812,2090,306
1195,2511,2257,2095,786
1196,2511,2347,2055,310
1197,2511,4148,2005,104
1198,2511,2988,2050,580
1199,2511,5457,2085,620
1200,2511,2519,2045,995
1201,2512,2707,2025,662
1202,2512,3600,2000,359
1203,2512,5289,2030,473
1204,2512,5657,2040,720
1205,2512,5723,2020,172
1206,2512,3893,2010,415
1207,2512,6603,2000,35
1208,2512,4281,2000,352
1209,2512,2939,2095,977
1210,2512,3892,2020,729
1211,2512,6445,2025,240
1212,2513,5264,2005,910
1213,2513,2597,2060,592
1214,2513,4031,2005,241
1215,2513,3050,2060,532
1216,2513,3383,2060,40
1217,2513,4164,2000,748
1218,2513,5646,2025,656
1219,2513,4226,2080,288
1220,2513,5158,2000,62
1221,2513,3851,2045,481
1222,2513,6073,2000,732
1223,2513,6465,2005,763
1224,2513,3600,2095,580
1225,2513,4551,2010,292
1226,2513,2679,2040,622
1227,2513,2749,2035,472
1228,2513,2509,2010,929
1229,2513,4565,2030,594
1230,2513,3474,2030,804
1231,2514,3189,2040,170
1232,2514,3422,2030,690
1233,2514,3197,2055,768
1234,2514,5302,2040,270
