2294,2679,4002,-1
2804,2679,4002,-1
2717,2679,4002,-1
2720,2679,4002,-1
2852,2679,4002,-1
2506,2679,4002,-1
2769,2679,4002,-1
2784,2679,4002,-1
2532,2410,4002,-1
2147,2410,4002,-1
2502,2826,3357,-1
2177,2826,3357,-1
2614,2826,3357,-1
2102,2826,3357,-1
2550,2434,4446,-1
2747,2434,4446,-1
2148,2470,4446,-1
2128,2470,4446,-1
2879,2470,4446,-1
2888,2470,4446,-1
2362,2470,4446,-1
2722,2470,4446,-1
2289,2470,4446,-1
2432,2470,4446,-1
2290,2470,4446,-1
2959,2470,4446,-1
2420,2208,4446,-1
2639,2208,4446,-1
2554,2208,4446,-1
2929,2208,4446,-1
2132,2208,4446,-1
2398,2208,4446,-1
2931,2164,4446,-1
2093,2164,4446,-1
2432,2164,4446,-1
2464,2856,4446,-1
2752,2856,4446,-1
2859,2856,4446,-1
2781,2856,4446,-1
2942,2856,4446,-1
2024,2689,4668,-1
2779,2689,4668,-1
2978,2689,4668,-1
2174,2794,4668,-1
2591,2794,4668,-1
2282,2794,4668,-1
2705,2794,4668,-1
2761,2794,4668,-1
2446,2794,4668,-1
2393,2794,4668,-1
2145,2604,4668,-1
2539,2604,4668,-1
2302,2604,4668,-1
2047,2604,4668,-1
2291,2604,4668,-1
2740,2604,4668,-1
2535,2604,4668,-1
2504,2604,4668,-1
2638,2604,4668,-1
2188,2604,4668,-1
2212,2989,4668,-1
2456,2989,4668,-1
2335,2989,4668,-1
2655,2989,4668,-1
2336,2344,4668,-1
2000,2344,4668,-1
2094,2344,4668,-1
2058,2344,4668,-1
2958,2344,4668,-1
2104,2344,4668,-1
2354,2344,4668,-1
2293,2344,4668,-1
2489,2045,4668,-1
2583,2045,4668,-1
2916,2045,4668,-1
2573,2045,4668,-1
2504,2687,4668,-1
2598,2687,4668,-1
2283,2687,4668,-1
2434,2434,4668,-1
2699,2434,4668,-1
2442,2434,4668,-1
2588,2434,4668,-1
2398,2434,4668,-1
2320,2434,4668,-1
2679,2434,4668,-1
2019,2434,4668,-1
2434,2171,2816,-1
2062,2171,2816,-1
2982,2228,2816,-1
2301,2228,2816,-1
2159,2228,2816,-1
2460,2119,2816,-1
2700,2119,2816,-1
2893,2119,2816,-1
2876,2733,2816,-1
2260,2733,2816,-1
2630,2733,2816,-1
2984,2733,2816,-1
2968,2733,2816,-1
2603,2733,2816,-1
2491,2733,2816,-1
2267,2733,2816,-1
2581,2733,2816,-1
2975,2733,2816,-1
2055,2525,2816,-1
2729,2509,2816,-1
2875,2509,2816,-1
2657,2509,2816,-1
2933,2509,2816,-1
2560,2509,2816,-1
2487,2617,3087,-1
2632,2617,3087,-1
2540,2617,3087,-1
2549,2617,3087,-1
2548,2650,3087,-1
2733,2650,3087,-1
2665,2650,3087,-1
2295,2094,3087,-1
2160,2094,3087,-1
2619,2094,3087,-1
2596,2094,3087,-1
2973,2094,3087,-1
2120,2094,3087,-1
2115,2917,3087,-1
2582,2917,3087,-1
2947,2917,3087,-1
2183,2917,3087,-1
2766,2071,3087,-1
2391,2071,3087,-1
2032,2071,3087,-1
2304,2071,3087,-1
2111,2933,3087,-1
2484,2933,3087,-1
2991,2024,2338,-1
2416,2024,2338,-1
2560,2024,2338,-1
2959,2024,2338,-1
2427,2024,2338,-1
2293,2024,2338,-1
2314,2024,2338,-1
2030,2024,2338,-1
2731,2024,2338,-1
2407,2800,2338,-1
2650,2822,2338,-1
2163,2822,2338,-1
2416,2822,2338,-1
2957,2822,2338,-1
2930,2822,2338,-1
2262,2822,2338,-1
2131,2029,4409,-1
2334,2038,6664,-1
2331,2038,6664,-1
2631,2038,6664,-1
2171,2038,6664,-1
2482,2038,6664,-1
2430,2038,6664,-1
2597,2046,6737,-1
2749,2546,6737,-1
2923,2546,6737,-1
2027,2546,6737,-1
2809,2546,6737,-1
2523,2546,6737,-1
2756,2546,6737,-1
2290,2546,6737,-1
2988,2319,6737,-1
2096,2319,6737,-1
2066,2319,6737,-1
2067,2617,6737,-1
2767,2617,6737,-1
2145,2365,6737,-1
2596,2365,6737,-1
2459,2365,6737,-1
2482,2365,6737,-1
2086,2365,6737,-1
2232,2365,6737,-1
2156,2365,6737,-1
2350,2365,6737,-1
2467,2365,6737,-1
2534,2977,5580,-1
2729,2977,5580,-1
2492,2977,5580,-1
2472,2686,5580,-1
2567,2686,5580,-1
2409,2686,5580,-1
2123,2686,5580,-1
2666,2686,5580,-1
2259,2686,5580,-1
2265,2686,5580,-1
2215,2686,5580,-1
2674,2686,5580,-1
2045,2333,5580,-1
2211,2333,5580,-1
2780,2333,5580,-1
2145,2333,5580,-1
2601,2333,5580,-1
2181,2333,5580,-1
2365,2896,5580,-1
2536,2896,5580,-1
2878,2896,5580,-1
2373,2896,5580,-1
2098,2896,5580,-1
2770,2896,5580,-1
2171,2896,5580,-1
2564,2896,5580,-1
2636,2896,5580,-1
2118,2896,5580,-1
2597,2387,5580,-1
2082,2387,5580,-1
2806,2820,5818,-1
2017,2820,5818,-1
2502,2820,5818,-1
2292,2820,5818,-1
2088,2820,5818,-1
2526,2820,5818,-1
2121,2143,4121,-1
2829,2143,4121,-1
2642,2143,4121,-1
2253,2143,4121,-1
2989,2143,4121,-1
2725,2143,4121,-1
2040,2143,4121,-1
2462,2921,4121,-1
2762,2921,4121,-1
2163,2921,4121,-1
2273,2921,4121,-1
2073,2921,4121,-1
2088,2921,4121,-1
2106,2921,4121,-1
2065,2921,4121,-1
2041,2393,4121,-1
2438,2393,4121,-1
2829,2393,4121,-1
2176,2393,4121,-1
2592,2393,4121,-1
2985,2393,4121,-1
2755,2393,4121,-1
2697,2393,4121,-1
2819,2466,4121,-1
2569,2466,4121,-1
2381,2466,4121,-1
2543,2466,4121,-1
2911,2466,4121,-1
2276,2279,4121,-1
2321,2279,4121,-1
2154,2279,4121,-1
2309,2279,4121,-1
2609,2279,4121,-1
2492,2279,4121,-1
2662,2279,4121,-1
2372,2279,4121,-1
2454,2252,4121,-1
2742,2252,4121,-1
2568,2458,4121,-1
2096,2458,4121,-1
2035,2458,4121,-1
2263,2458,4121,-1
2120,2458,4121,-1
2745,2458,4121,-1
2872,2567,4121,-1
2541,2567,4121,-1
2887,2567,4121,-1
2493,2567,4121,-1
2657,2567,4121,-1
2786,2567,4121,-1
2373,2813,3754,-1
2349,2813,3754,-1
2433,2813,3754,-1
2917,2813,3754,-1
2626,2813,3754,-1
2370,2813,3754,-1
2037,2813,3754,-1
2131,2813,3754,-1
2522,2096,3754,-1
2395,2096,3754,-1
2212,2096,3754,-1
2216,2096,3754,-1
2019,2957,3754,-1
2570,2957,3754,-1
2147,2957,3754,-1
2149,2957,3754,-1
2196,2957,3754,-1
2667,2957,3754,-1
2056,2957,3754,-1
2122,2957,3754,-1
2388,2974,3754,-1
2319,2974,3754,-1
2867,2974,3754,-1
2655,2974,3754,-1
